metric,increment,resource,mean,stddev,data_points
latency,0,cpu,2655.1549999999997,18.910999999999831,"[2636.244, 2674.066]"
latency,0,disk,2655.1549999999997,18.910999999999831,"[2636.244, 2674.066]"
latency,0,network,2655.1549999999997,18.910999999999831,"[2636.244, 2674.066]"
latency,20,cpu,2838.9485,48.876499999999851,"[2887.825, 2790.072]"
latency,20,disk,7998.9925000000003,5301.7734999999993,"[13300.766, 2697.219]"
latency,20,network,2793.0360000000001,142.1579999999999,"[2650.878, 2935.194]"
rps,0,cpu,0.375,0.0050000000000000044,"[0.38, 0.37]"
rps,0,disk,0.375,0.0050000000000000044,"[0.38, 0.37]"
rps,0,network,0.375,0.0050000000000000044,"[0.38, 0.37]"
rps,20,cpu,0.35499999999999998,0.0050000000000000044,"[0.35, 0.36]"
rps,20,disk,0.22500000000000001,0.14500000000000002,"[0.08, 0.37]"
rps,20,network,0.35999999999999999,0.01999999999999999,"[0.38, 0.34]"
latency_50,0,cpu,0.0,0.0,"[0, 0]"
latency_50,0,disk,0.0,0.0,"[0, 0]"
latency_50,0,network,0.0,0.0,"[0, 0]"
latency_50,20,cpu,0.0,0.0,"[0, 0]"
latency_50,20,disk,0.0,0.0,"[0, 0]"
latency_50,20,network,0.0,0.0,"[0, 0]"
percent requests within 100,0,cpu,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,0,disk,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,0,network,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,cpu,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,disk,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,network,0.0,0.0,"[0.0, 0.0]"
