metric,increment,resource,mean,stddev,data_points
latency,0,cpu,2820.9094999999998,36.147499999999809,"[2857.057, 2784.762]"
latency,0,disk,2820.9094999999998,36.147499999999809,"[2857.057, 2784.762]"
latency,0,network,2820.9094999999998,36.147499999999809,"[2857.057, 2784.762]"
latency,20,cpu,3037.4949999999999,146.37799999999993,"[2891.117, 3183.873]"
latency,20,disk,8212.8804999999993,5323.7074999999995,"[13536.588, 2889.173]"
latency,20,network,2789.4539999999997,21.674999999999955,"[2767.779, 2811.129]"
rps,0,cpu,0.35499999999999998,0.0050000000000000044,"[0.35, 0.36]"
rps,0,disk,0.35499999999999998,0.0050000000000000044,"[0.35, 0.36]"
rps,0,network,0.35499999999999998,0.0050000000000000044,"[0.35, 0.36]"
rps,20,cpu,0.32999999999999996,0.01999999999999999,"[0.35, 0.31]"
rps,20,disk,0.20999999999999999,0.13999999999999999,"[0.07, 0.35]"
rps,20,network,0.35999999999999999,0.0,"[0.36, 0.36]"
latency_50,0,cpu,0.0,0.0,"[0, 0]"
latency_50,0,disk,0.0,0.0,"[0, 0]"
latency_50,0,network,0.0,0.0,"[0, 0]"
latency_50,20,cpu,0.0,0.0,"[0, 0]"
latency_50,20,disk,0.0,0.0,"[0, 0]"
latency_50,20,network,0.0,0.0,"[0, 0]"
percent requests within 100,0,cpu,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,0,disk,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,0,network,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,cpu,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,disk,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,network,0.0,0.0,"[0.0, 0.0]"
