metric,increment,resource,mean,stddev,data_points
latency,0,cpu,2877.0810000000001,0.0,[2877.081]
latency,0,disk,2877.0810000000001,0.0,[2877.081]
latency,0,network,2877.0810000000001,0.0,[2877.081]
latency,20,cpu,2904.0450000000001,0.0,[2904.045]
latency,20,disk,12069.884,0.0,[12069.884]
latency,20,network,2779.2139999999999,0.0,[2779.214]
rps,0,cpu,0.34999999999999998,0.0,[0.35]
rps,0,disk,0.34999999999999998,0.0,[0.35]
rps,0,network,0.34999999999999998,0.0,[0.35]
rps,20,cpu,0.34000000000000002,0.0,[0.34]
rps,20,disk,0.080000000000000002,0.0,[0.08]
rps,20,network,0.35999999999999999,0.0,[0.36]
latency_50,0,cpu,0.0,0.0,[0]
latency_50,0,disk,0.0,0.0,[0]
latency_50,0,network,0.0,0.0,[0]
latency_50,20,cpu,0.0,0.0,[0]
latency_50,20,disk,0.0,0.0,[0]
latency_50,20,network,0.0,0.0,[0]
percent requests within 100,0,cpu,0.0,0.0,[0.0]
percent requests within 100,0,disk,0.0,0.0,[0.0]
percent requests within 100,0,network,0.0,0.0,[0.0]
percent requests within 100,20,cpu,0.0,0.0,[0.0]
percent requests within 100,20,disk,0.0,0.0,[0.0]
percent requests within 100,20,network,0.0,0.0,[0.0]
