metric,increment,resource,mean,stddev,data_points
latency,0,cpu,2643.6424999999999,4.7595000000001164,"[2648.402, 2638.883]"
latency,0,disk,2643.6424999999999,4.7595000000001164,"[2648.402, 2638.883]"
latency,0,network,2643.6424999999999,4.7595000000001164,"[2648.402, 2638.883]"
latency,20,cpu,2714.7820000000002,59.711999999999989,"[2655.07, 2774.494]"
latency,20,disk,8052.0494999999992,5299.0904999999993,"[13351.14, 2752.959]"
latency,20,network,2711.4070000000002,9.7309999999999945,"[2721.138, 2701.676]"
rps,0,cpu,0.38,0.0,"[0.38, 0.38]"
rps,0,disk,0.38,0.0,"[0.38, 0.38]"
rps,0,network,0.38,0.0,"[0.38, 0.38]"
rps,20,cpu,0.37,0.010000000000000009,"[0.38, 0.36]"
rps,20,disk,0.215,0.14499999999999999,"[0.07, 0.36]"
rps,20,network,0.37,0.0,"[0.37, 0.37]"
latency_50,0,cpu,0.0,0.0,"[0, 0]"
latency_50,0,disk,0.0,0.0,"[0, 0]"
latency_50,0,network,0.0,0.0,"[0, 0]"
latency_50,20,cpu,0.0,0.0,"[0, 0]"
latency_50,20,disk,0.0,0.0,"[0, 0]"
latency_50,20,network,0.0,0.0,"[0, 0]"
percent requests within 100,0,cpu,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,0,disk,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,0,network,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,cpu,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,disk,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,network,0.0,0.0,"[0.0, 0.0]"
