metric,increment,resource,mean,stddev,data_points
latency,0,cpu,2763.6329999999998,104.53599999999983,"[2659.097, 2868.169]"
latency,0,disk,2763.6329999999998,104.53599999999983,"[2659.097, 2868.169]"
latency,0,network,2763.6329999999998,104.53599999999983,"[2659.097, 2868.169]"
latency,20,cpu,2832.4760000000001,114.17200000000003,"[2946.648, 2718.304]"
latency,20,disk,8075.6985000000004,5389.7245000000003,"[13465.423, 2685.974]"
latency,20,network,2731.1480000000001,11.634000000000015,"[2742.782, 2719.514]"
rps,0,cpu,0.36499999999999999,0.015000000000000013,"[0.38, 0.35]"
rps,0,disk,0.36499999999999999,0.015000000000000013,"[0.38, 0.35]"
rps,0,network,0.36499999999999999,0.015000000000000013,"[0.38, 0.35]"
rps,20,cpu,0.35499999999999998,0.014999999999999986,"[0.34, 0.37]"
rps,20,disk,0.22,0.14999999999999999,"[0.07, 0.37]"
rps,20,network,0.36499999999999999,0.0050000000000000044,"[0.36, 0.37]"
latency_50,0,cpu,0.0,0.0,"[0, 0]"
latency_50,0,disk,0.0,0.0,"[0, 0]"
latency_50,0,network,0.0,0.0,"[0, 0]"
latency_50,20,cpu,0.0,0.0,"[0, 0]"
latency_50,20,disk,0.0,0.0,"[0, 0]"
latency_50,20,network,0.0,0.0,"[0, 0]"
percent requests within 100,0,cpu,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,0,disk,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,0,network,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,cpu,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,disk,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,network,0.0,0.0,"[0.0, 0.0]"
