metric,increment,resource,mean,stddev,data_points
latency,0,cpu,2588.6665000000003,33.855499999999893,"[2622.522, 2554.811]"
latency,0,disk,2588.6665000000003,33.855499999999893,"[2622.522, 2554.811]"
latency,0,network,2588.6665000000003,33.855499999999893,"[2622.522, 2554.811]"
latency,20,cpu,2642.9499999999998,46.316000000000031,"[2689.266, 2596.634]"
latency,20,disk,7924.5139999999992,5415.7070000000003,"[13340.221, 2508.807]"
latency,20,network,2574.2514999999999,58.796499999999924,"[2633.048, 2515.455]"
rps,0,cpu,0.38500000000000001,0.0050000000000000044,"[0.38, 0.39]"
rps,0,disk,0.38500000000000001,0.0050000000000000044,"[0.38, 0.39]"
rps,0,network,0.38500000000000001,0.0050000000000000044,"[0.38, 0.39]"
rps,20,cpu,0.38,0.010000000000000009,"[0.37, 0.39]"
rps,20,disk,0.23500000000000001,0.16500000000000001,"[0.07, 0.4]"
rps,20,network,0.39000000000000001,0.010000000000000009,"[0.38, 0.4]"
latency_50,0,cpu,0.0,0.0,"[0, 0]"
latency_50,0,disk,0.0,0.0,"[0, 0]"
latency_50,0,network,0.0,0.0,"[0, 0]"
latency_50,20,cpu,0.0,0.0,"[0, 0]"
latency_50,20,disk,0.0,0.0,"[0, 0]"
latency_50,20,network,0.0,0.0,"[0, 0]"
percent requests within 100,0,cpu,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,0,disk,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,0,network,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,cpu,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,disk,0.0,0.0,"[0.0, 0.0]"
percent requests within 100,20,network,0.0,0.0,"[0.0, 0.0]"
