metric,increment,resource,mean,stddev,data_points
latency,0,cpu,2832.1329999999998,0.0,[2832.133]
latency,0,disk,2832.1329999999998,0.0,[2832.133]
latency,0,network,2832.1329999999998,0.0,[2832.133]
latency,20,cpu,3030.0770000000002,0.0,[3030.077]
latency,20,disk,11877.591,0.0,[11877.591]
latency,20,network,3051.2539999999999,0.0,[3051.254]
rps,0,cpu,0.34999999999999998,0.0,[0.35]
rps,0,disk,0.34999999999999998,0.0,[0.35]
rps,0,network,0.34999999999999998,0.0,[0.35]
rps,20,cpu,0.33000000000000002,0.0,[0.33]
rps,20,disk,0.080000000000000002,0.0,[0.08]
rps,20,network,0.33000000000000002,0.0,[0.33]
latency_50,0,cpu,0.0,0.0,[0]
latency_50,0,disk,0.0,0.0,[0]
latency_50,0,network,0.0,0.0,[0]
latency_50,20,cpu,0.0,0.0,[0]
latency_50,20,disk,0.0,0.0,[0]
latency_50,20,network,0.0,0.0,[0]
percent requests within 100,0,cpu,0.0,0.0,[0.0]
percent requests within 100,0,disk,0.0,0.0,[0.0]
percent requests within 100,0,network,0.0,0.0,[0.0]
percent requests within 100,20,cpu,0.0,0.0,[0.0]
percent requests within 100,20,disk,0.0,0.0,[0.0]
percent requests within 100,20,network,0.0,0.0,[0.0]
